go_id,codename,vendor_price,non_sellable
34034,Shield_M_Shirt_A7_C12_3,16000,False
15735,Armor_F_Shirt_A19_C6_4,12000,False
17017,Armor_F_Shirt_A19_C6_5,12000,False
10607,Armor_F_Shirt_A19_C6_6,12000,False
11889,Armor_F_Shirt_A19_C6_1,12000,False
13171,Armor_F_Shirt_A19_C6_2,12000,False
14453,Armor_F_Shirt_A19_C6_3,12000,False
41029,Enhanced_F_Coat_A8_C24_2,84500,False
14818,Armor_F_Coat_A10_C1_3,6800,False
11540,Armor_F_Shirt_A5_C16_1,12000,False
22961,Armor_M_Pants_A3_C3_6,6000,False
20873,Armor_M_Pants_A3_C3_4,6000,False
21917,Armor_M_Pants_A3_C3_5,6000,False
18785,Armor_M_Pants_A3_C3_2,6000,False
19829,Armor_M_Pants_A3_C3_3,6000,False
17741,Armor_M_Pants_A3_C3_1,6000,False
45564,EMShirt_A4_C28_1,968000,False
10550,Armor_F_Shirt_A16_C26_6,16800,False
15678,Armor_F_Shirt_A16_C26_4,16800,False
16960,Armor_F_Shirt_A16_C26_5,16800,False
13114,Armor_F_Shirt_A16_C26_2,16800,False
14396,Armor_F_Shirt_A16_C26_3,16800,False
12822,Armor_F_Shirt_A5_C16_2,12000,False
11832,Armor_F_Shirt_A16_C26_1,16800,False
7505,Enhanced_F_Hat_A5_C1,144500,False
27219,Shield_F_Coat_A1_C8_3,2800,False
25937,Shield_F_Coat_A1_C8_2,2800,False
24655,Shield_F_Coat_A1_C8_1,2800,False
31065,Shield_F_Coat_A1_C8_6,2800,False
29783,Shield_F_Coat_A1_C8_5,2800,False
28501,Shield_F_Coat_A1_C8_4,2800,False
13318,Armor_F_Coat_A3_C3_2,2800,False
45629,EMCoat_A12_C13_1,1104500,False
44696,EMShirt_A2_C6_1,67600,False
43954,EFGlasses_A1_C3_8,684500,False
20007,Armor_M_Shirt_A2_C22_3,6000,False
18963,Armor_M_Shirt_A2_C22_2,6000,False
17919,Armor_M_Shirt_A2_C22_1,6000,False
13297,Armor_F_Coat_A2_C12_2,12800,False
17143,Armor_F_Coat_A2_C12_5,12800,False
23139,Armor_M_Shirt_A2_C22_6,6000,False
22095,Armor_M_Shirt_A2_C22_5,6000,False
21051,Armor_M_Shirt_A2_C22_4,6000,False
2147862528,DedicationAbility,144500,False
28466,Shield_F_Shirt_A20_C31_4,17200,False
29748,Shield_F_Shirt_A20_C31_5,17200,False
31030,Shield_F_Shirt_A20_C31_6,17200,False
24620,Shield_F_Shirt_A20_C31_1,17200,False
25902,Shield_F_Shirt_A20_C31_2,17200,False
27184,Shield_F_Shirt_A20_C31_3,17200,False
11815,Armor_F_Shirt_A16_C9_1,16800,False
46437,StraightEdgeJohnMGlovesR2,529000,False
42903,StraightEdgeJohnMGlovesR1,500,True
2147642368,SpyAbility,10000,False
21466,Armor_M_Pants_A9_C11_4,6000,False
22510,Armor_M_Pants_A9_C11_5,6000,False
23554,Armor_M_Pants_A9_C11_6,6000,False
18334,Armor_M_Pants_A9_C11_1,6000,False
19378,Armor_M_Pants_A9_C11_2,6000,False
20422,Armor_M_Pants_A9_C11_3,6000,False
35729,Shield_M_Coat_A18_C26_4,4400,False
36669,Shield_M_Coat_A15_C18_5,12800,False
36773,Shield_M_Coat_A18_C26_5,4400,False
33537,Shield_M_Coat_A15_C18_2,12800,False
34581,Shield_M_Coat_A15_C18_3,12800,False
32493,Shield_M_Coat_A15_C18_1,12800,False
40971,Enhanced_F_Coat_A4_C10_2,72000,False
41026,Enhanced_F_Coat_A3_C27_2,72000,False
33641,Shield_M_Coat_A18_C26_2,4400,False
34685,Shield_M_Coat_A18_C26_3,4400,False
17668,Armor_F_Shoes_A7_C5_5,11600,False
16386,Armor_F_Shoes_A7_C5_4,11600,False
16097,Armor_F_Coat_A9_C30_4,6800,False
11258,Armor_F_Shoes_A7_C5_6,11600,False
12540,Armor_F_Shoes_A7_C5_1,11600,False
14815,Armor_F_Coat_A9_C30_3,6800,False
15104,Armor_F_Shoes_A7_C5_3,11600,False
13822,Armor_F_Shoes_A7_C5_2,11600,False
45795,EMCoat_A10_C25_1,1404500,False
13378,Armor_F_Coat_A4_C31_2,6800,False
14660,Armor_F_Coat_A4_C31_3,6800,False
12096,Armor_F_Coat_A4_C31_1,6800,False
10814,Armor_F_Coat_A4_C31_6,6800,False
15942,Armor_F_Coat_A4_C31_4,6800,False
17224,Armor_F_Coat_A4_C31_5,6800,False
20720,Armor_M_Coat_A18_C17_3,4400,False
19676,Armor_M_Coat_A18_C17_2,4400,False
18632,Armor_M_Coat_A18_C17_1,4400,False
23852,Armor_M_Coat_A18_C17_6,4400,False
22808,Armor_M_Coat_A18_C17_5,4400,False
21764,Armor_M_Coat_A18_C17_4,4400,False
10850,Armor_F_Coat_A6_C7_6,6800,False
15978,Armor_F_Coat_A6_C7_4,6800,False
17260,Armor_F_Coat_A6_C7_5,6800,False
13414,Armor_F_Coat_A6_C7_2,6800,False
14696,Armor_F_Coat_A6_C7_3,6800,False
12132,Armor_F_Coat_A6_C7_1,6800,False
32199,Shield_M_Coat_A12_C2_1,6800,False
34287,Shield_M_Coat_A12_C2_3,6800,False
33243,Shield_M_Coat_A12_C2_2,6800,False
36375,Shield_M_Coat_A12_C2_5,6800,False
35331,Shield_M_Coat_A12_C2_4,6800,False
37419,Shield_M_Coat_A12_C2_6,6800,False
30784,Shield_F_Shirt_A12_C22_6,13200,False
29502,Shield_F_Shirt_A12_C22_5,13200,False
28220,Shield_F_Shirt_A12_C22_4,13200,False
26938,Shield_F_Shirt_A12_C22_3,13200,False
25656,Shield_F_Shirt_A12_C22_2,13200,False
24374,Shield_F_Shirt_A12_C22_1,13200,False
5910,Mclothing_Shirt_A1_C16,1000,False
5911,Mclothing_Shirt_A1_C17,3000,False
5908,Mclothing_Shirt_A1_C14,1000,False
5909,Mclothing_Shirt_A1_C15,1000,False
5906,Mclothing_Shirt_A1_C12,1000,False
5907,Mclothing_Shirt_A1_C13,10,False
5904,Mclothing_Shirt_A1_C10,1000,False
5905,Mclothing_Shirt_A1_C11,1000,False
36321,Shield_M_Coat_A9_C20_5,16800,False
5912,Mclothing_Shirt_A1_C18,3000,False
5913,Mclothing_Shirt_A1_C19,3000,False
35277,Shield_M_Coat_A9_C20_4,16800,False
37065,Shield_M_Shirt_A1_C16_6,2000,False
12187,Armor_F_Coat_A7_C30_1,12800,False
5540,Fclothing_Coat_A8_C18,1400,False
5541,Fclothing_Coat_A8_C19,1400,False
8702,Enhanced_F_Shirt_A4_C29,50000,False
8701,Enhanced_F_Shirt_A4_C28,162000,False
34977,Shield_M_Shirt_A1_C16_4,2000,False
5532,Fclothing_Coat_A8_C10,6400,False
5533,Fclothing_Coat_A8_C11,6400,False
5534,Fclothing_Coat_A8_C12,6400,False
5535,Fclothing_Coat_A8_C13,6400,False
5536,Fclothing_Coat_A8_C14,6400,False
5537,Fclothing_Coat_A8_C15,6400,False
5538,Fclothing_Coat_A8_C16,1400,False
5539,Fclothing_Coat_A8_C17,1400,False
27965,Shield_F_Shirt_A1_C19_4,6800,False
29247,Shield_F_Shirt_A1_C19_5,6800,False
30529,Shield_F_Shirt_A1_C19_6,6800,False
24119,Shield_F_Shirt_A1_C19_1,6800,False
25401,Shield_F_Shirt_A1_C19_2,6800,False
26683,Shield_F_Shirt_A1_C19_3,6800,False
27409,Shield_F_Coat_A7_C14_3,16800,False
26127,Shield_F_Coat_A7_C14_2,16800,False
24845,Shield_F_Coat_A7_C14_1,16800,False
31255,Shield_F_Coat_A7_C14_6,16800,False
29973,Shield_F_Coat_A7_C14_5,16800,False
28691,Shield_F_Coat_A7_C14_4,16800,False
7458,FuncFrag_Pill_F02,1000,False
47362,SSRFHat,10000000,False
6895,AutomaticRifle2a,14000,False
18625,Armor_M_Coat_A18_C10_1,4400,False
19669,Armor_M_Coat_A18_C10_2,4400,False
20713,Armor_M_Coat_A18_C10_3,4400,False
21757,Armor_M_Coat_A18_C10_4,4400,False
22801,Armor_M_Coat_A18_C10_5,4400,False
23845,Armor_M_Coat_A18_C10_6,4400,False
15632,Armor_F_Shirt_A15_C12_4,12800,False
16914,Armor_F_Shirt_A15_C12_5,12800,False
10504,Armor_F_Shirt_A15_C12_6,12800,False
11786,Armor_F_Shirt_A15_C12_1,12800,False
13068,Armor_F_Shirt_A15_C12_2,12800,False
14350,Armor_F_Shirt_A15_C12_3,12800,False
7667,Enhanced_M_Glasses_A5_C3,24500,False
7665,Enhanced_M_Glasses_A5_C1,112500,False
7670,Enhanced_M_Glasses_A5_C6,24500,False
7671,Enhanced_M_Glasses_A5_C7,112500,False
7668,Enhanced_M_Glasses_A5_C4,24500,False
7669,Enhanced_M_Glasses_A5_C5,112500,False
7672,Enhanced_M_Glasses_A5_C8,24500,False
22912,Armor_M_Coat_A5_C1_6,2800,False
17826,Armor_M_Shirt_A6_C1_1,6000,False
19914,Armor_M_Shirt_A6_C1_3,6000,False
18870,Armor_M_Shirt_A6_C1_2,6000,False
15394,Armor_F_Shirt_A5_C24_4,12000,False
22002,Armor_M_Shirt_A6_C1_5,6000,False
5460,Fclothing_Coat_A5_C32,8400,False
37305,Shield_M_Coat_A7_C23_6,2800,False
29950,Shield_F_Coat_A6_C23_5,16800,False
35217,Shield_M_Coat_A7_C23_4,2800,False
36261,Shield_M_Coat_A7_C23_5,2800,False
33129,Shield_M_Coat_A7_C23_2,2800,False
5459,Fclothing_Coat_A5_C31,8400,False
26104,Shield_F_Coat_A6_C23_2,16800,False
32085,Shield_M_Coat_A7_C23_1,2800,False
23046,Armor_M_Shirt_A6_C1_6,6000,False
45266,EMCoat_A4_C3_1,578000,False
45397,EMShirt_A1_C25_1,722000,False
11780,Armor_F_Shirt_A15_C6_1,12800,False
13062,Armor_F_Shirt_A15_C6_2,12800,False
14344,Armor_F_Shirt_A15_C6_3,12800,False
15626,Armor_F_Shirt_A15_C6_4,12800,False
16908,Armor_F_Shirt_A15_C6_5,12800,False
10498,Armor_F_Shirt_A15_C6_6,12800,False
32594,Shield_M_Coat_A18_C23_1,4400,False
40982,Enhanced_F_Coat_A11_C8_2,200000,False
34682,Shield_M_Coat_A18_C23_3,4400,False
33638,Shield_M_Coat_A18_C23_2,4400,False
36770,Shield_M_Coat_A18_C23_5,4400,False
35726,Shield_M_Coat_A18_C23_4,4400,False
37814,Shield_M_Coat_A18_C23_6,4400,False
15819,Armor_F_Shirt_A22_C8_4,6400,False
39512,SakuraFHat,1012500,False
20653,Armor_M_Coat_A16_C14_3,16800,False
17101,Armor_F_Shirt_A22_C8_5,6400,False
43920,EFCoat_A8_C15_1,648000,False
47051,MissionArchiveTicketMachine7_3_4,50000,True
11421,Armor_F_Shirt_A11_C2_1,2800,False
12703,Armor_F_Shirt_A11_C2_2,2800,False
13985,Armor_F_Shirt_A11_C2_3,2800,False
15267,Armor_F_Shirt_A11_C2_4,2800,False
16549,Armor_F_Shirt_A11_C2_5,2800,False
10139,Armor_F_Shirt_A11_C2_6,2800,False
25525,Shield_F_Shirt_A6_C18_2,6000,False
13255,Armor_F_Shirt_A22_C8_2,6400,False
23407,Armor_M_Coat_A9_C18_6,2800,False
10908,Armor_F_Coat_A8_C1_6,6800,False
16036,Armor_F_Coat_A8_C1_4,6800,False
17318,Armor_F_Coat_A8_C1_5,6800,False
13472,Armor_F_Coat_A8_C1_2,6800,False
14754,Armor_F_Coat_A8_C1_3,6800,False
12190,Armor_F_Coat_A8_C1_1,6800,False
24243,Shield_F_Shirt_A6_C18_1,6000,False
13627,Armor_F_Pants_A2_C28_2,16000,False
40430,Event2_0MachineReward1F,1,True
18187,Armor_M_Coat_A9_C18_1,2800,False
25153,Shield_F_Shoes_A2_C12_1,50000,False
26435,Shield_F_Shoes_A2_C12_2,50000,False
27717,Shield_F_Shoes_A2_C12_3,50000,False
28999,Shield_F_Shoes_A2_C12_4,50000,False
30281,Shield_F_Shoes_A2_C12_5,50000,False
31563,Shield_F_Shoes_A2_C12_6,50000,False
42988,MissionArchiveTicketZion1_1_1,50000,True
42990,MissionArchiveTicketZion1_1_3,50000,True
42989,MissionArchiveTicketZion1_1_2,50000,True
12357,Armor_F_Pants_A3_C16_1,12000,False
13639,Armor_F_Pants_A3_C16_2,12000,False
14921,Armor_F_Pants_A3_C16_3,12000,False
41593,Enhanced_M_Glasses_A6_C6_2,112500,False
16203,Armor_F_Pants_A3_C16_4,12000,False
47142,EliteCommFGlasses,20000000,False
19351,Armor_M_Pants_A6_C9_2,12000,False
14296,Armor_F_Shirt_A13_C22_3,6800,False
18307,Armor_M_Pants_A6_C9_1,12000,False
43127,EFShirt_A10_C11_1,19600,False
45186,EMGlasses_A8_C7_4,480500,False
45185,EMGlasses_A8_C7_3,480500,False
11732,Armor_F_Shirt_A13_C22_1,6800,False
45183,EMGlasses_A8_C7_1,480500,False
18016,Armor_M_Shirt_A8_C30_1,6000,False
19060,Armor_M_Shirt_A8_C30_2,6000,False
20104,Armor_M_Shirt_A8_C30_3,6000,False
21148,Armor_M_Shirt_A8_C30_4,6000,False
22192,Armor_M_Shirt_A8_C30_5,6000,False
23236,Armor_M_Shirt_A8_C30_6,6000,False
16091,Armor_F_Coat_A9_C24_4,6800,False
9100,Enhanced_F_Shirt_A12_C26,84500,False
10450,Armor_F_Shirt_A13_C22_6,6800,False
40297,Shield_M_Coat_A22_C3_6,6800,False
40265,Shield_M_Coat_A22_C3_5,6800,False
40233,Shield_M_Coat_A22_C3_4,6800,False
40201,Shield_M_Coat_A22_C3_3,6800,False
40169,Shield_M_Coat_A22_C3_2,6800,False
40137,Shield_M_Coat_A22_C3_1,6800,False
42970,0401RecordingCryptos32041NeoSmith,10,True
15578,Armor_F_Shirt_A13_C22_4,6800,False
41386,Enhanced_F_Shirt_A22_C7_2,162000,False
17837,Armor_M_Shirt_A5_C4_1,2000,False
19925,Armor_M_Shirt_A5_C4_3,2000,False
18881,Armor_M_Shirt_A5_C4_2,2000,False
22013,Armor_M_Shirt_A5_C4_5,2000,False
20969,Armor_M_Shirt_A5_C4_4,2000,False
23057,Armor_M_Shirt_A5_C4_6,2000,False
48006,DemonHeadSouvenir,51000,False
47378,OneZeroTaskmasterFinger,3000000,False
47049,MissionArchiveTicketMachine7_3_2,50000,True
44312,EFCoat_A6_C27_1,1250000,False
39928,Armor_M_Coat_A21_C1_1,9200,False
39992,Armor_M_Coat_A21_C1_3,9200,False
39960,Armor_M_Coat_A21_C1_2,9200,False
40056,Armor_M_Coat_A21_C1_5,9200,False
40024,Armor_M_Coat_A21_C1_4,9200,False
40088,Armor_M_Coat_A21_C1_6,9200,False
40894,Enhanced_F_Coat_A4_C14_2,60500,False
45087,EMShirt_A9_C14_1,364500,False
45251,EMPants_A9_C11_1,544500,False
11054,Armor_F_Pants_A2_C19_6,6000,False
16182,Armor_F_Pants_A2_C19_4,6000,False
17464,Armor_F_Pants_A2_C19_5,6000,False
13618,Armor_F_Pants_A2_C19_2,6000,False
14900,Armor_F_Pants_A2_C19_3,6000,False
12336,Armor_F_Pants_A2_C19_1,6000,False
16106,Armor_F_Coat_A10_C7_4,6800,False
17388,Armor_F_Coat_A10_C7_5,6800,False
10978,Armor_F_Coat_A10_C7_6,6800,False
12260,Armor_F_Coat_A10_C7_1,6800,False
40843,Enhanced_F_Hat_A1_C1_2,40500,False
14824,Armor_F_Coat_A10_C7_3,6800,False
37004,Shield_M_Shirt_A6_C3_6,6000,False
17481,Armor_F_Pants_A3_C12_5,12000,False
34916,Shield_M_Shirt_A6_C3_4,6000,False
35960,Shield_M_Shirt_A6_C3_5,6000,False
32828,Shield_M_Shirt_A6_C3_2,6000,False
33872,Shield_M_Shirt_A6_C3_3,6000,False
13635,Armor_F_Pants_A3_C12_2,12000,False
14917,Armor_F_Pants_A3_C12_3,12000,False
9303,Enhanced_F_Shirt_A18_C18,50000,False
33536,Shield_M_Coat_A15_C17_2,12800,False
47952,HalloweenWetSeraphMask,10000,True
23028,Armor_M_Shirt_A9_C6_6,6000,False
18667,Armor_M_Coat_A19_C20_1,4400,False
19711,Armor_M_Coat_A19_C20_2,4400,False
20755,Armor_M_Coat_A19_C20_3,4400,False
41405,Enhanced_M_Pants_A6_C12_2,144500,False
22843,Armor_M_Coat_A19_C20_5,4400,False
23887,Armor_M_Coat_A19_C20_6,4400,False
42438,Enhanced_M_Shirt_A4_C24_3,180500,False
42166,Enhanced_M_Shirt_A4_C24_2,220500,False
27334,Shield_F_Coat_A4_C31_3,6800,False
16851,Armor_F_Shirt_A13_C13_5,16800,False
15569,Armor_F_Shirt_A13_C13_4,16800,False
14287,Armor_F_Shirt_A13_C13_3,16800,False
13005,Armor_F_Shirt_A13_C13_2,16800,False
11723,Armor_F_Shirt_A13_C13_1,16800,False
26052,Shield_F_Coat_A4_C31_2,6800,False
22633,Armor_M_Coat_A13_C2_5,12800,False
12378,Armor_F_Pants_A4_C21_1,6000,False
14942,Armor_F_Pants_A4_C21_3,6000,False
21589,Armor_M_Coat_A13_C2_4,12800,False
17506,Armor_F_Pants_A4_C21_5,6000,False
16224,Armor_F_Pants_A4_C21_4,6000,False
11096,Armor_F_Pants_A4_C21_6,6000,False
20545,Armor_M_Coat_A13_C2_3,12800,False
19501,Armor_M_Coat_A13_C2_2,12800,False
9301,Enhanced_F_Shirt_A18_C16,162000,False
42426,Enhanced_M_Shirt_A9_C8_3,98000,False
42154,Enhanced_M_Shirt_A9_C8_2,84500,False
28616,Shield_F_Coat_A4_C31_4,6800,False
36668,Shield_M_Coat_A15_C17_5,12800,False
28303,Shield_F_Shirt_A15_C9_4,12800,False
29585,Shield_F_Shirt_A15_C9_5,12800,False
30867,Shield_F_Shirt_A15_C9_6,12800,False
24457,Shield_F_Shirt_A15_C9_1,12800,False
25739,Shield_F_Shirt_A15_C9_2,12800,False
27021,Shield_F_Shirt_A15_C9_3,12800,False
24514,Shield_F_Shirt_A17_C2_1,6800,False
27078,Shield_F_Shirt_A17_C2_3,6800,False
25796,Shield_F_Shirt_A17_C2_2,6800,False
29642,Shield_F_Shirt_A17_C2_5,6800,False
28360,Shield_F_Shirt_A17_C2_4,6800,False
40613,Enhanced_F_Pants_A2_C8_2,40500,False
32492,Shield_M_Coat_A15_C17_1,12800,False
41687,Enhanced_M_Coat_A12_C14_2,84500,False
41956,Enhanced_M_Coat_A12_C14_3,200000,False
9299,Enhanced_F_Shirt_A18_C14,50000,False
40372,RSIFragment11_4_heur,10,True
9103,Enhanced_F_Shirt_A12_C29,220500,False
22082,Armor_M_Shirt_A2_C9_5,16000,False
21038,Armor_M_Shirt_A2_C9_4,16000,False
23126,Armor_M_Shirt_A2_C9_6,16000,False
17906,Armor_M_Shirt_A2_C9_1,16000,False
19994,Armor_M_Shirt_A2_C9_3,16000,False
18950,Armor_M_Shirt_A2_C9_2,16000,False
44752,EMShirt_A8_C3_1,90000,False
25942,Shield_F_Coat_A1_C13_2,12800,False
27224,Shield_F_Coat_A1_C13_3,12800,False
24660,Shield_F_Coat_A1_C13_1,12800,False
31070,Shield_F_Coat_A1_C13_6,12800,False
28506,Shield_F_Coat_A1_C13_4,12800,False
29788,Shield_F_Coat_A1_C13_5,12800,False
32394,Shield_M_Coat_A3_C5_1,6800,False
34482,Shield_M_Coat_A3_C5_3,6800,False
33438,Shield_M_Coat_A3_C5_2,6800,False
36570,Shield_M_Coat_A3_C5_5,6800,False
35526,Shield_M_Coat_A3_C5_4,6800,False
37614,Shield_M_Coat_A3_C5_6,6800,False
9297,Enhanced_F_Shirt_A18_C12,50000,False
42577,Enhanced_M_Shirt_A5_C10_4,50000,False
8868,E2_AutomaticRifle7,612500,False
42305,Enhanced_M_Shirt_A5_C10_3,50000,False
42033,Enhanced_M_Shirt_A5_C10_2,338000,False
39619,MerovingianStoryTrophy13,10,True
39618,MerovingianStoryTrophy12,10,True
39617,MerovingianStoryTrophy11,10,True
39616,MerovingianStoryTrophy10,10,True
39623,MerovingianStoryTrophy17,10,True
39622,MerovingianStoryTrophy16,10,True
39621,MerovingianStoryTrophy15,10,True
39620,MerovingianStoryTrophy14,10,True
22159,Armor_M_Shirt_A5_C30_5,12000,False
21115,Armor_M_Shirt_A5_C30_4,12000,False
39625,MerovingianStoryTrophy19,10,True
23203,Armor_M_Shirt_A5_C30_6,12000,False
17983,Armor_M_Shirt_A5_C30_1,12000,False
42042,Enhanced_M_Shirt_A7_C14_2,98000,False
20071,Armor_M_Shirt_A5_C30_3,12000,False
19027,Armor_M_Shirt_A5_C30_2,12000,False
10641,Armor_F_Shirt_A20_C8_6,17200,False
15769,Armor_F_Shirt_A20_C8_4,17200,False
17051,Armor_F_Shirt_A20_C8_5,17200,False
13205,Armor_F_Shirt_A20_C8_2,17200,False
14487,Armor_F_Shirt_A20_C8_3,17200,False
11923,Armor_F_Shirt_A20_C8_1,17200,False
40588,Enhanced_F_Pants_A4_C15_2,288000,False
19659,Armor_M_Coat_A17_C32_2,6800,False
18615,Armor_M_Coat_A17_C32_1,6800,False
23835,Armor_M_Coat_A17_C32_6,6800,False
22791,Armor_M_Coat_A17_C32_5,6800,False
21747,Armor_M_Coat_A17_C32_4,6800,False
19909,Armor_M_Shirt_A7_C4_3,2000,False
18865,Armor_M_Shirt_A7_C4_2,2000,False
17821,Armor_M_Shirt_A7_C4_1,2000,False
39808,RSIFragment8_1,10,True
23041,Armor_M_Shirt_A7_C4_6,2000,False
21997,Armor_M_Shirt_A7_C4_5,2000,False
20953,Armor_M_Shirt_A7_C4_4,2000,False
44111,EFShoes_A2_C4_1,924500,False
26600,Shield_F_Shirt_A3_C3_3,3200,False
44114,EFShoes_A2_C4_2,924500,False
30446,Shield_F_Shirt_A3_C3_6,3200,False
27882,Shield_F_Shirt_A3_C3_4,3200,False
29164,Shield_F_Shirt_A3_C3_5,3200,False
28962,Shield_F_Pants_A6_C21_4,12400,False
30244,Shield_F_Pants_A6_C21_5,12400,False
31526,Shield_F_Pants_A6_C21_6,12400,False
25116,Shield_F_Pants_A6_C21_1,12400,False
26398,Shield_F_Pants_A6_C21_2,12400,False
27680,Shield_F_Pants_A6_C21_3,12400,False
41910,Enhanced_M_Coat_A1_C32_2,220500,False
45874,EMShirt_A10_C7_1,1512500,False
32303,Shield_M_Pants_A10_C16_1,2000,False
31301,Shield_F_Coat_A8_C28_6,6800,False
34391,Shield_M_Pants_A10_C16_3,2000,False
33347,Shield_M_Pants_A10_C16_2,2000,False
36479,Shield_M_Pants_A10_C16_5,2000,False
35435,Shield_M_Pants_A10_C16_4,2000,False
37523,Shield_M_Pants_A10_C16_6,2000,False
42424,Enhanced_M_Shirt_A2_C24_3,162000,False
42152,Enhanced_M_Shirt_A2_C24_2,722000,False
24740,Shield_F_Coat_A4_C1_1,16800,False
27304,Shield_F_Coat_A4_C1_3,16800,False
26022,Shield_F_Coat_A4_C1_2,16800,False
29868,Shield_F_Coat_A4_C1_5,16800,False
28586,Shield_F_Coat_A4_C1_4,16800,False
31150,Shield_F_Coat_A4_C1_6,16800,False
32400,Shield_M_Coat_A4_C4_1,6800,False
34488,Shield_M_Coat_A4_C4_3,6800,False
33444,Shield_M_Coat_A4_C4_2,6800,False
36576,Shield_M_Coat_A4_C4_5,6800,False
43881,EFPants_A6_C15_1,578000,False
37620,Shield_M_Coat_A4_C4_6,6800,False
2147617792,InfiltratorAbility,112500,False
41435,Enhanced_M_Pants_A14_C1_2,144500,False
37132,Shield_M_Shirt_A4_C27_6,12000,False
36088,Shield_M_Shirt_A4_C27_5,12000,False
35044,Shield_M_Shirt_A4_C27_4,12000,False
34000,Shield_M_Shirt_A4_C27_3,12000,False
32956,Shield_M_Shirt_A4_C27_2,12000,False
31912,Shield_M_Shirt_A4_C27_1,12000,False
29697,Shield_F_Shirt_A19_C12_5,12000,False
28415,Shield_F_Shirt_A19_C12_4,12000,False
30979,Shield_F_Shirt_A19_C12_6,12000,False
24569,Shield_F_Shirt_A19_C12_1,12000,False
27133,Shield_F_Shirt_A19_C12_3,12000,False
25851,Shield_F_Shirt_A19_C12_2,12000,False
46975,Anniv07TShirtFPeace,100000,False
33253,Shield_M_Pants_A1_C12_2,2000,False
20394,Armor_M_Pants_A5_C16_3,12000,False
19350,Armor_M_Pants_A5_C16_2,12000,False
18306,Armor_M_Pants_A5_C16_1,12000,False
41871,Enhanced_M_Coat_A9_C27_2,648000,False
22482,Armor_M_Pants_A5_C16_5,12000,False
21438,Armor_M_Pants_A5_C16_4,12000,False
39942,Armor_M_Coat_A21_C16_1,9200,False
45375,EMCoat_A13_C4_1,722000,False
44747,EMPants_A8_C1_1,90000,False
16126,Armor_F_Coat_A10_C27_4,16800,False
14850,Armor_F_Coat_A11_C1_3,6800,False
32439,Shield_M_Coat_A13_C28_1,12800,False
34527,Shield_M_Coat_A13_C28_3,12800,False
33483,Shield_M_Coat_A13_C28_2,12800,False
36615,Shield_M_Coat_A13_C28_5,12800,False
35571,Shield_M_Coat_A13_C28_4,12800,False
37659,Shield_M_Coat_A13_C28_6,12800,False
43185,EFShirt_A8_C10_1,32400,False
16884,Armor_F_Shirt_A14_C14_5,2800,False
43658,EFPants_A2_C11_1,338000,False
17414,Armor_F_Coat_A11_C1_5,6800,False
2148097024,ProxyMasterAbility,1250000,False
34210,Shield_M_Coat_A8_C29_3,6800,False
33166,Shield_M_Coat_A8_C29_2,6800,False
32122,Shield_M_Coat_A8_C29_1,6800,False
37342,Shield_M_Coat_A8_C29_6,6800,False
36298,Shield_M_Coat_A8_C29_5,6800,False
35254,Shield_M_Coat_A8_C29_4,6800,False
47243,Archive5ZionFPants,100000,False
46156,Shield_M_Shirt_A11_C3_4,13200,False
16132,Armor_F_Coat_A11_C1_4,6800,False
2148126720,ConcentrateAbility,400,False
43768,EFPants_A4_C16_1,450000,False
7504,Enhanced_F_Hat_A4_C1,40500,False
47833,MissionArchiveTicketZion10_3_2,50000,True
47834,MissionArchiveTicketZion10_3_3,50000,True
19863,Armor_M_Pants_A8_C4_3,2000,False
47835,MissionArchiveTicketZion10_3_4,50000,True
47836,MissionArchiveTicketZion10_3_5,50000,True
21812,Armor_M_Coat_A20_C1_4,4400,False
2147525632,CodeFreeze2Ability,25600,False
42730,Pandora4MobileTrackerTicket,0,True
17551,Armor_F_Pants_A6_C2_5,6400,False
16269,Armor_F_Pants_A6_C2_4,6400,False
14987,Armor_F_Pants_A6_C2_3,6400,False
13705,Armor_F_Pants_A6_C2_2,6400,False
12423,Armor_F_Pants_A6_C2_1,6400,False
20768,Armor_M_Coat_A20_C1_3,4400,False
16141,Armor_F_Coat_A11_C10_4,16800,False
17423,Armor_F_Coat_A11_C10_5,16800,False
18680,Armor_M_Coat_A20_C1_1,4400,False
11013,Armor_F_Coat_A11_C10_6,16800,False
43053,AutomaticRifle11,50000,False
8496,Enhanced_M_Glasses_A8_C7,24500,False
22397,Armor_M_Coat_A10_C20_5,16800,False
45432,EMCoat_A2_C21_1,800000,False
23441,Armor_M_Coat_A10_C20_6,16800,False
18221,Armor_M_Coat_A10_C20_1,16800,False
20309,Armor_M_Coat_A10_C20_3,16800,False
19265,Armor_M_Coat_A10_C20_2,16800,False
47084,Extractor7RecipeExtraFrag,10000,False
13577,Armor_F_Coat_A11_C10_2,16800,False
14859,Armor_F_Coat_A11_C10_3,16800,False
31825,Shield_M_Shirt_A1_C5_1,12000,False
33913,Shield_M_Shirt_A1_C5_3,12000,False
43797,EFPants_A4_C11_1,480500,False
43999,EFShoes_A4_C7_1,760500,False
44002,EFShoes_A4_C7_2,760500,False
15376,Armor_F_Shirt_A4_C32_4,12000,False
14094,Armor_F_Shirt_A4_C32_3,12000,False
12812,Armor_F_Shirt_A4_C32_2,12000,False
11530,Armor_F_Shirt_A4_C32_1,12000,False
14672,Armor_F_Coat_A5_C13_3,6800,False
